ID;Q002;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q019;Q020;Q021;Q022;Q023;Q024;Q025;peso
295;Donna;45-54 anni;centro;oltre 250000 abitanti;no laurea;coppia con figli;impiegato;a centro destra;Italiana;No;Si, abbastanza;No, sarei contrario;in occasione delle principali feste;aree centrali di grandi citta';avverto difficolta';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico non praticante;1,41
296;Donna;45-54 anni;nord-ovest;oltre 250000 abitanti;no laurea;coppia senza figli;impiegato;al centro;Italiana;Si';Si, molto;No, sarei molto contrario;alcune volte l'anno;aree centrali di grandi citta';avverto difficolta';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico non praticante;0,5
297;Donna;35-44 anni;centro;da 5001 a 10000 abitanti;no laurea;coppia senza figli;impiegato;preferisco non rispondere;Italiana;Si';Si, abbastanza;Si, abbastanza;alcune volte l'anno;piccoli centri;con tranquillita';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico non praticante;2,06
298;Uomo;35-44 anni;nord-ovest;da 30001 a 100000 abitanti;laurea;coppia con figli;imprenditore;a destra;Italiana;Si';No, sarei molto contrario;No, sarei molto contrario;mai;altro;con tranquillita';Occupato;Autonomi;;Alta;GENERAZIONE X;Cattolico non praticante;0,71
299;Donna;35-44 anni;sud;da 30001 a 100000 abitanti;laurea;coppia con figli;impiegato;a sinistra;Italiana;Si';Si, abbastanza;Si, abbastanza;la domenica;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Alta;SILENT;Cattolico praticante (fino a 1 volta al mese);0,16
300;Donna;55-64 anni;nord-est;da 100001 a 250000 abitanti;no laurea;coppia senza figli;impiegato;a sinistra;Italiana;Non saprei;Si, abbastanza;Si, abbastanza;non sono credente;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;non credente;0,66
301;Donna;35-44 anni;nord-est;da 100001 a 250000 abitanti;no laurea;coppia con figli;impiegato;a centro destra;Italiana;Si';Si, abbastanza;Si, abbastanza;una volta al mese;aree centrali di grandi citta';avverto difficolta';Occupato;Dipendenti;Privato;Media;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);0,49
302;Uomo;25-34 anni;nord-ovest;da 30001 a 100000 abitanti;laurea;vive da solo 18-34 anni;impiegato;a centro sinistra;Italiana;Si';Si, molto;No, sarei molto contrario;la domenica;periferia;con tranquillita';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);0,22
303;Uomo;oltre 64 anni;nord-est;da 30001 a 100000 abitanti;laurea;coppia senza figli;libero professionista;a centro sinistra;Italiana;Si';Si, molto;Si, abbastanza;non sono credente;altro;agiatamente;Occupato;Autonomi;;Alta;BABY BOOMERS;non credente;0,27
304;Donna;45-54 anni;nord-est;da 100001 a 250000 abitanti;laurea;coppia senza figli;docente/insegnante di scuola superiore;in nessuna area politica;Italiana;No;No, sarei contrario;No, sarei molto contrario;la domenica;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,85
305;Donna;55-64 anni;nord-est;da 100001 a 250000 abitanti;no laurea;coppia con figli;impiegato;a centro destra;Italiana;Si';Si, molto;No, sarei molto contrario;alcune volte l'anno;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Pubblico;Media;GENERAZIONE X;Cattolico non praticante;2,51
306;Donna;25-34 anni;centro;da 5001 a 10000 abitanti;no laurea;coppia senza figli;quadro/direttivo/tecnico;a centro destra;Italiana;Si';Si, abbastanza;Non saprei;una volta al mese;periferia;con tranquillita';Occupato;Dipendenti;Privato;Media;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);0,55
307;Uomo;oltre 64 anni;centro;da 30001 a 100000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a sinistra;Italiana;Si';Si, abbastanza;Si, abbastanza;mai;citta' medie;con tranquillita';Non occupato;Pensionati;Pubblico;Bassa;BABY BOOMERS;Cattolico non praticante;0,45
308;Uomo;oltre 64 anni;nord-est;da 100001 a 250000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a sinistra;Italiana;Si';Si, molto;Si, abbastanza;la domenica;aree centrali di grandi citta';avverto difficolta';Non occupato;Pensionati;Privato;Media;SILENT;Cattolico praticante (fino a 1 volta al mese);0,77
309;Donna;oltre 64 anni;nord-ovest;oltre 250000 abitanti;no laurea;vive da solo +55 anni;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Non saprei;Si, molto;Si, molto;alcune volte l'anno;aree centrali di grandi citta';mi sento povero e non arrivo mai a fine mese;Non occupato;Pensionati;Privato;Bassa;BABY BOOMERS;Cattolico non praticante;0,63
310;Donna;oltre 64 anni;nord-ovest;da 10001 a 30000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Si';Non saprei;No, sarei contrario;la domenica;periferia;con tranquillita';Non occupato;Pensionati;Pubblico;Media;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,63
311;Donna;45-54 anni;nord-est;da 30001 a 100000 abitanti;no laurea;vive da solo 35-54 anni;impiegato;a centro sinistra;Italiana;Non saprei;Non saprei;Non saprei;preferisco non rispondere;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Bassa;GENERAZIONE X;;2,54
312;Uomo;55-64 anni;centro;da 100001 a 250000 abitanti;no laurea;coppia con figli;disoccupato (ex-occupato);preferisco non rispondere;Italiana;Non saprei;Non saprei;Non saprei;in occasione delle principali feste;periferia;mi sento povero e non arrivo mai a fine mese;Non occupato;Disoccupati;Privato;Bassa;BABY BOOMERS;Cattolico non praticante;2,06
313;Uomo;55-64 anni;isole;da 100001 a 250000 abitanti;no laurea;coppia con figli;impiegato;a centro sinistra;ho la doppia cittadinanza (italiana e di un altro Paese);Si';Si, molto;No, sarei molto contrario;una volta al mese;aree centrali di grandi citta';arrivo a fine mese con molte difficolta';Occupato;Dipendenti;Privato;Media;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,96
314;Donna;55-64 anni;centro;da 10001 a 30000 abitanti;no laurea;coppia senza figli;casalinga;a centro sinistra;Italiana;Si';Si, abbastanza;No, sarei contrario;mai;citta' medie;arrivo a fine mese con molte difficolta';Non occupato;Casalinghe;;Media;BABY BOOMERS;Cattolico non praticante;0,45
315;Donna;oltre 64 anni;nord-ovest;fino a 5000 abitanti;no laurea;genitore solo, con figli;ritirato dal lavoro/pensionato;a centro destra;Italiana;Non saprei;No, sarei molto contrario;No, sarei molto contrario;mai;periferia;arrivo a fine mese con molte difficolta';Non occupato;Pensionati;Privato;Bassa;BABY BOOMERS;Cattolico non praticante;0,83
316;Donna;55-64 anni;nord-est;da 30001 a 100000 abitanti;no laurea;vive da solo +55 anni;impiegato;preferisco non rispondere;Italiana;Non saprei;No, sarei contrario;No, sarei contrario;una volta al mese;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Bassa;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);2,51
317;Uomo;35-44 anni;sud;da 30001 a 100000 abitanti;no laurea;coppia senza figli;operaio;a destra;Italiana;No;No, sarei contrario;No, sarei molto contrario;la domenica;periferia;arrivo a fine mese con molte difficolta';Occupato;Operai;Privato;Media;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);1,28
318;Donna;oltre 64 anni;nord-est;oltre 250000 abitanti;laurea;genitore solo, con figli;ritirato dal lavoro/pensionato;a sinistra;Italiana;Si';Si, molto;Si, molto;non sono credente;periferia;con tranquillita';Non occupato;Pensionati;Pubblico;Alta;BABY BOOMERS;non credente;0,25
319;Donna;45-54 anni;centro;da 30001 a 100000 abitanti;laurea;coppia senza figli;impiegato;in nessuna area politica;Italiana;Si';Si, molto;Si, abbastanza;mai;citta' medie;con tranquillita';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;Cattolico non praticante;0,23
320;Uomo;oltre 64 anni;centro;oltre 250000 abitanti;no laurea;coppia con figli;ritirato dal lavoro/pensionato;al centro;Italiana;Si';Si, abbastanza;Si, abbastanza;la domenica;aree centrali di grandi citta';avverto difficolta';Non occupato;Pensionati;Privato;Media;SILENT;Cattolico praticante (fino a 1 volta al mese);0,71
321;Uomo;45-54 anni;centro;da 5001 a 10000 abitanti;no laurea;coppia con figli;operaio;preferisco non rispondere;Italiana;Si';Non saprei;Non saprei;preferisco non rispondere;piccoli centri;avverto difficolta';Occupato;Operai;Privato;Bassa;GENERAZIONE X;;3,03
322;Donna;oltre 64 anni;centro;da 100001 a 250000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;in nessuna area politica;Italiana;Non saprei;No, sarei contrario;No, sarei contrario;preferisco non rispondere;aree centrali di grandi citta';con tranquillita';Non occupato;Pensionati;Privato;Media;BABY BOOMERS;;0,67
323;Donna;45-54 anni;sud;da 10001 a 30000 abitanti;no laurea;genitore solo, con figli;disoccupato (ex-occupato);in nessuna area politica;Italiana;Si';Si, abbastanza;No, sarei molto contrario;in occasione delle principali feste;periferia;arrivo a fine mese con molte difficolta';Non occupato;Disoccupati;Privato;Media;GENERAZIONE X;Cattolico non praticante;2,32
324;Uomo;35-44 anni;nord-ovest;da 5001 a 10000 abitanti;laurea;vive da solo 35-54 anni;impiegato;a centro sinistra;Italiana;No;Si, abbastanza;No, sarei contrario;in occasione delle principali feste;piccoli centri;con tranquillita';Occupato;Dipendenti;Pubblico;Alta;GENERAZIONE X;Cattolico non praticante;0,32
325;Donna;oltre 64 anni;sud;da 30001 a 100000 abitanti;laurea;coppia con figli;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Si';No, sarei contrario;Si, abbastanza;la domenica;periferia;con tranquillita';Non occupato;Pensionati;Pubblico;Alta;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,39
326;Uomo;45-54 anni;isole;da 30001 a 100000 abitanti;no laurea;coppia con figli;impiegato;a centro destra;Italiana;Si';Non saprei;Non saprei;alcune volte l'anno;altro;con tranquillita';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico non praticante;3,09
327;Uomo;35-44 anni;nord-ovest;da 100001 a 250000 abitanti;no laurea;vive da solo 35-54 anni;impiegato;a destra;Italiana;Si';No, sarei molto contrario;No, sarei molto contrario;mai;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico non praticante;1,28
328;Donna;45-54 anni;nord-ovest;da 5001 a 10000 abitanti;no laurea;coppia con figli;libero professionista;a destra;Italiana;Si';Si, abbastanza;No, sarei contrario;non sono credente;piccoli centri;arrivo a fine mese con molte difficolta';Occupato;Autonomi;;Bassa;GENERAZIONE X;non credente;1,16
329;Donna;oltre 64 anni;centro;da 10001 a 30000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a centro destra;Italiana;Si';Si, abbastanza;Si, abbastanza;la domenica;periferia;avverto difficolta';Non occupato;Pensionati;Privato;Bassa;SILENT;Cattolico praticante (fino a 1 volta al mese);1,37
330;Donna;55-64 anni;centro;da 30001 a 100000 abitanti;laurea;coppia con figli;libero professionista;al centro;Italiana;Si';Si, abbastanza;No, sarei molto contrario;ogni giorno;periferia;avverto difficolta';Occupato;Autonomi;;Alta;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,15
331;Donna;25-34 anni;nord-est;oltre 250000 abitanti;no laurea;vive con i genitori;altro (non occupato);in nessuna area politica;Italiana;Non saprei;Non saprei;No, sarei molto contrario;mai;aree centrali di grandi citta';con tranquillita';Non occupato;Disoccupati;;Media;MILLENNIALS;Cattolico non praticante;1,13
332;Donna;oltre 64 anni;isole;da 10001 a 30000 abitanti;no laurea;coppia con figli;casalinga;in nessuna area politica;Italiana;Si';Si, molto;Non saprei;mai;altro;avverto difficolta';Non occupato;Casalinghe;;Bassa;SILENT;Cattolico non praticante;3,72
333;Uomo;45-54 anni;isole;da 10001 a 30000 abitanti;no laurea;vive da solo 35-54 anni;altro lavoratore dipendente;a centro sinistra;Italiana;Si';Si, abbastanza;No, sarei contrario;mai;citta' medie;con tranquillita';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico non praticante;0,81
334;Uomo;oltre 64 anni;isole;da 5001 a 10000 abitanti;laurea;single vive con altre persone (amici, parenti);ritirato dal lavoro/pensionato;a sinistra;Italiana;Si';Si, abbastanza;No, sarei contrario;la domenica;piccoli centri;con tranquillita';Non occupato;Pensionati;Pubblico;Alta;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,21
335;Donna;45-54 anni;nord-est;da 30001 a 100000 abitanti;laurea;coppia senza figli;impiegato;a sinistra;Italiana;Non saprei;No, sarei contrario;No, sarei contrario;non sono credente;citta' medie;con tranquillita';Occupato;Dipendenti;Pubblico;Alta;GENERAZIONE X;non credente;0,22
336;Donna;55-64 anni;nord-ovest;da 10001 a 30000 abitanti;no laurea;coppia senza figli;impiegato;al centro;Italiana;No;Si, molto;No, sarei contrario;mai;periferia;con tranquillita';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico non praticante;0,58
337;Uomo;55-64 anni;sud;da 10001 a 30000 abitanti;laurea;coppia con figli;docente/insegnante di scuola superiore;in nessuna area politica;Italiana;Si';Si, molto;No, sarei molto contrario;mai;altro;con tranquillita';Occupato;Dipendenti;Pubblico;Alta;BABY BOOMERS;Cattolico non praticante;0,26
338;Donna;45-54 anni;nord-est;da 10001 a 30000 abitanti;laurea;coppia con figli;impiegato;a centro destra;Italiana;Si';Si, abbastanza;Si, abbastanza;la domenica;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,49
339;Donna;35-44 anni;isole;da 10001 a 30000 abitanti;laurea;vive con i genitori;dirigente;in nessuna area politica;Italiana;No;Si, molto;Si, molto;alcune volte l'anno;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico non praticante;0,27
340;Uomo;25-34 anni;isole;oltre 250000 abitanti;no laurea;coppia con figli;impiegato;a centro sinistra;Italiana;Si';Si, abbastanza;No, sarei contrario;non sono credente;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Media;MILLENNIALS;non credente;0,54
341;Donna;55-64 anni;nord-ovest;oltre 250000 abitanti;no laurea;coppia senza figli;disoccupato (ex-occupato);al centro;Italiana;Si';No, sarei molto contrario;No, sarei molto contrario;mai;aree centrali di grandi citta';con tranquillita';Non occupato;Disoccupati;Privato;Media;BABY BOOMERS;Cattolico non praticante;1,36
342;Donna;45-54 anni;nord-ovest;da 30001 a 100000 abitanti;no laurea;coppia con figli;impiegato;a sinistra;Italiana;Non saprei;Non saprei;No, sarei contrario;mai;citta' medie;avverto difficolta';Occupato;Dipendenti;Privato;Bassa;GENERAZIONE X;Cattolico non praticante;0,52
343;Donna;oltre 64 anni;sud;da 100001 a 250000 abitanti;no laurea;coppia senza figli;casalinga;a destra;Italiana;Si';No, sarei contrario;No, sarei contrario;mai;aree centrali di grandi citta';avverto difficolta';Non occupato;Casalinghe;;Bassa;BABY BOOMERS;Cattolico non praticante;2,01
344;Uomo;35-44 anni;nord-ovest;da 10001 a 30000 abitanti;laurea;coppia con figli;impiegato;al centro;Italiana;No;Si, abbastanza;Si, abbastanza;la domenica;periferia;con tranquillita';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);0,71
345;Donna;45-54 anni;nord-est;da 10001 a 30000 abitanti;no laurea;coppia con figli;impiegato;preferisco non rispondere;Italiana;No;Si, molto;Si, abbastanza;mai;citta' medie;avverto difficolta';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico non praticante;2,54
346;Uomo;35-44 anni;sud;oltre 250000 abitanti;laurea;coppia senza figli;quadro/direttivo/tecnico;a sinistra;Italiana;Si';No, sarei contrario;No, sarei molto contrario;non sono credente;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;non credente;0,3
347;Donna;35-44 anni;nord-ovest;da 10001 a 30000 abitanti;no laurea;coppia con figli;disoccupato (ex-occupato);in nessuna area politica;Italiana;Si';Si, abbastanza;No, sarei molto contrario;alcune volte l'anno;periferia;con tranquillita';Non occupato;Disoccupati;Pubblico;Media;GENERAZIONE X;Cattolico non praticante;2,33
348;Donna;25-34 anni;centro;da 5001 a 10000 abitanti;laurea;coppia senza figli;imprenditore;a centro destra;Italiana;Si';No, sarei contrario;No, sarei contrario;sono di un'altra religione;piccoli centri;con tranquillita';Occupato;Autonomi;;Alta;MILLENNIALS;altra religione;0,31
349;Donna;45-54 anni;sud;fino a 5000 abitanti;no laurea;coppia senza figli;casalinga;in nessuna area politica;Italiana;Si';Si, abbastanza;No, sarei molto contrario;2/3 volte alla settimana;piccoli centri;arrivo a fine mese con molte difficolta';Non occupato;Casalinghe;;Media;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);2,32
350;Donna;35-44 anni;sud;da 10001 a 30000 abitanti;no laurea;coppia con figli;casalinga;a sinistra;Italiana;Si';Si, molto;Si, molto;la domenica;periferia;con tranquillita';Non occupato;Casalinghe;;Media;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);0,51
351;Uomo;25-34 anni;centro;oltre 250000 abitanti;no laurea;single vive con altre persone (amici, parenti);altro lavoratore autonomo/agente di commercio/rappresentante;a sinistra;Italiana;Si';Si, molto;Si, abbastanza;non sono credente;aree centrali di grandi citta';con tranquillita';Occupato;Autonomi;;Media;MILLENNIALS;non credente;0,91
352;Donna;45-54 anni;sud;fino a 5000 abitanti;laurea;coppia con figli;libero professionista;a centro destra;Italiana;Si';Si, molto;No, sarei contrario;alcune volte l'anno;altro;arrivo a fine mese con molte difficolta';Occupato;Autonomi;;Alta;GENERAZIONE X;Cattolico non praticante;0,19
353;Uomo;25-34 anni;centro;da 100001 a 250000 abitanti;no laurea;coppia con figli;impiegato;a centro sinistra;Italiana;No;Si, molto;No, sarei molto contrario;in occasione delle principali feste;periferia;agiatamente;Occupato;Dipendenti;Privato;Media;MILLENNIALS;Cattolico non praticante;0,6
354;Uomo;45-54 anni;nord-ovest;da 10001 a 30000 abitanti;laurea;coppia con figli;libero professionista;a centro destra;Italiana;Si';Si, abbastanza;No, sarei contrario;la domenica;altro;con tranquillita';Occupato;Autonomi;;Alta;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,49
355;Donna;oltre 64 anni;sud;oltre 250000 abitanti;no laurea;vive da solo +55 anni;ritirato dal lavoro/pensionato;a centro destra;Italiana;Si';Si, molto;No, sarei contrario;in occasione delle principali feste;periferia;arrivo a fine mese con molte difficolta';Non occupato;Pensionati;Privato;Bassa;SILENT;Cattolico non praticante;2,01
