ID;Q003;Q004;Q005;Q006;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q018;Q019;Q020;Q021;Q022;Q023;Q024;peso
283;Uomo;55-64 anni;nord-ovest;da 5001 a 10000 abitanti;no laurea;coppia senza figli;quadro/direttivo/tecnico;a centro sinistra;Italiana;Si';Si, molto;la domenica;piccoli centri;avverto difficolta';Occupato;Dipendenti;Pubblico;Media;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,7
284;Uomo;oltre 64 anni;centro;da 30001 a 100000 abitanti;laurea;single vive con altre persone (amici, parenti);ritirato dal lavoro/pensionato;al centro;Italiana;No;Si, abbastanza;la domenica;altro;avverto difficolta';Non occupato;Pensionati;Pubblico;Alta;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,21
285;Uomo;45-54 anni;isole;da 10001 a 30000 abitanti;laurea;coppia senza figli;impiegato;a destra;Italiana;No;No, sarei molto contrario;non sono credente;periferia;arrivo a fine mese con molte difficolta';Occupato;Dipendenti;Pubblico;Alta;GENERAZIONE X;non credente;0,62
286;Donna;45-54 anni;nord-est;da 30001 a 100000 abitanti;laurea;vive con i genitori;impiegato;al centro;Italiana;No;No, sarei molto contrario;la domenica;periferia;con tranquillita';Occupato;Dipendenti;Pubblico;Alta;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,35
287;Donna;35-44 anni;sud;oltre 250000 abitanti;laurea;coppia con figli;imprenditore;in nessuna area politica;Italiana;Si';Si, abbastanza;alcune volte l'anno;aree centrali di grandi citta';avverto difficolta';Occupato;Autonomi;;Alta;MILLENNIALS;Cattolico non praticante;1,31
288;Donna;oltre 64 anni;centro;oltre 250000 abitanti;no laurea;coppia con figli;casalinga;a centro sinistra;Italiana;Non saprei;Si, molto;alcune volte l'anno;aree centrali di grandi citta';con tranquillita';Non occupato;Casalinghe;;Bassa;BABY BOOMERS;Cattolico non praticante;0,69
289;Donna;45-54 anni;isole;fino a 5000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Si';No, sarei contrario;la domenica;piccoli centri;avverto difficolta';Non occupato;Pensionati;Privato;Media;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,44
290;Donna;45-54 anni;nord-ovest;oltre 250000 abitanti;no laurea;vive da solo 35-54 anni;impiegato;preferisco non rispondere;Italiana;Non saprei;Non saprei;in occasione delle principali feste;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico non praticante;2,61
291;Uomo;35-44 anni;nord-ovest;da 30001 a 100000 abitanti;laurea;coppia con figli;impiegato;a centro destra;Italiana;Si';No, sarei contrario;in occasione delle principali feste;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico non praticante;0,6
292;Donna;25-34 anni;nord-ovest;oltre 250000 abitanti;laurea;coppia senza figli;impiegato;in nessuna area politica;Italiana;Non saprei;Si, molto;non sono credente;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;non credente;0,97
293;Uomo;35-44 anni;nord-est;da 10001 a 30000 abitanti;no laurea;coppia con figli;impiegato;a destra;Italiana;No;Si, abbastanza;non sono credente;citta' medie;avverto difficolta';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;non credente;1,74
294;Uomo;45-54 anni;nord-est;da 10001 a 30000 abitanti;laurea;coppia con figli;imprenditore;a centro sinistra;Italiana;No;No, sarei molto contrario;la domenica;periferia;con tranquillita';Occupato;Autonomi;;Alta;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,19
295;Uomo;55-64 anni;centro;da 30001 a 100000 abitanti;laurea;coppia con figli;impiegato;a centro sinistra;Italiana;No;No, sarei molto contrario;la domenica;citta' medie;avverto difficolta';Occupato;Dipendenti;Pubblico;Alta;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,16
296;Uomo;55-64 anni;isole;da 5001 a 10000 abitanti;no laurea;coppia con figli;impiegato;a sinistra;Italiana;Si';Si, molto;mai;piccoli centri;avverto difficolta';Occupato;Dipendenti;Pubblico;Bassa;BABY BOOMERS;Cattolico non praticante;1,04
297;Uomo;55-64 anni;nord-ovest;fino a 5000 abitanti;no laurea;coppia con figli;quadro/direttivo/tecnico;a sinistra;Italiana;Si';Si, molto;mai;piccoli centri;con tranquillita';Occupato;Dipendenti;Privato;Media;BABY BOOMERS;Cattolico non praticante;0,7
298;Uomo;55-64 anni;isole;oltre 250000 abitanti;laurea;coppia senza figli;impiegato;in nessuna area politica;Italiana;No;No, sarei molto contrario;non sono credente;aree centrali di grandi citta';avverto difficolta';Occupato;Dipendenti;Pubblico;Alta;GENERAZIONE X;non credente;1,59
299;Donna;oltre 64 anni;sud;da 10001 a 30000 abitanti;laurea;vive da solo +55 anni;ritirato dal lavoro/pensionato;a sinistra;Italiana;Non saprei;Si, abbastanza;non sono credente;citta' medie;con tranquillita';Non occupato;Pensionati;Privato;Alta;BABY BOOMERS;non credente;0,12
300;Donna;oltre 64 anni;centro;da 10001 a 30000 abitanti;no laurea;vive da solo +55 anni;ritirato dal lavoro/pensionato;a sinistra;Italiana;Si';Si, molto;non sono credente;citta' medie;con tranquillita';Non occupato;Pensionati;Pubblico;Media;BABY BOOMERS;non credente;0,66
301;Donna;oltre 64 anni;centro;da 100001 a 250000 abitanti;laurea;coppia senza figli;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;No;Si, abbastanza;mai;periferia;con tranquillita';Non occupato;Pensionati;Pubblico;Alta;BABY BOOMERS;Cattolico non praticante;0,24
302;Uomo;35-44 anni;centro;da 5001 a 10000 abitanti;no laurea;altro/preferisco non rispondere;disoccupato (ex-occupato);a sinistra;Italiana;Si';Si, molto;alcune volte l'anno;piccoli centri;arrivo a fine mese con molte difficolta';Non occupato;Disoccupati;Privato;Media;GENERAZIONE X;Cattolico non praticante;1,24
303;Donna;oltre 64 anni;centro;oltre 250000 abitanti;no laurea;vive da solo +55 anni;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Non saprei;Non saprei;non sono credente;aree centrali di grandi citta';avverto difficolta';Non occupato;Pensionati;Privato;Media;SILENT;non credente;0,69
304;Donna;55-64 anni;centro;da 30001 a 100000 abitanti;laurea;vive da solo +55 anni;libero professionista;a sinistra;Italiana;Non saprei;No, sarei contrario;sono di un'altra religione;periferia;con tranquillita';Occupato;Autonomi;;Alta;BABY BOOMERS;altra religione;0,97
305;Donna;25-34 anni;nord-est;da 100001 a 250000 abitanti;no laurea;vive da solo 18-34 anni;studente/scolaro;in nessuna area politica;Italiana;Si';Non saprei;alcune volte l'anno;aree centrali di grandi citta';con tranquillita';Non occupato;Studenti;;Media;MILLENNIALS;Cattolico non praticante;2,03
306;Uomo;oltre 64 anni;nord-est;da 5001 a 10000 abitanti;laurea;coppia senza figli;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;No;No, sarei contrario;alcune volte l'anno;piccoli centri;con tranquillita';Non occupato;Pensionati;Privato;Alta;SILENT;Cattolico non praticante;0,19
307;Donna;55-64 anni;nord-ovest;fino a 5000 abitanti;no laurea;coppia con figli;impiegato;a centro destra;Italiana;Si';No, sarei contrario;alcune volte l'anno;piccoli centri;avverto difficolta';Occupato;Dipendenti;Privato;Bassa;BABY BOOMERS;Cattolico non praticante;1,48
308;Donna;45-54 anni;centro;oltre 250000 abitanti;no laurea;coppia senza figli;casalinga;a centro sinistra;Italiana;Si';No, sarei molto contrario;non sono credente;aree centrali di grandi citta';con tranquillita';Non occupato;Casalinghe;;Media;GENERAZIONE X;non credente;0,49
309;Donna;25-34 anni;centro;da 5001 a 10000 abitanti;laurea;coppia senza figli;docente/insegnante di scuola superiore;a destra;Italiana;Si';Non saprei;alcune volte l'anno;piccoli centri;agiatamente;Occupato;Dipendenti;Pubblico;Alta;MILLENNIALS;Cattolico non praticante;0,85
310;Donna;45-54 anni;centro;oltre 250000 abitanti;no laurea;coppia con figli;impiegato;a centro destra;Italiana;Si';Si, abbastanza;una volta al mese;aree centrali di grandi citta';avverto difficolta';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);1,4
311;Donna;oltre 64 anni;sud;da 10001 a 30000 abitanti;no laurea;vive da solo +55 anni;ritirato dal lavoro/pensionato;in nessuna area politica;Italiana;Si';Si, molto;la domenica;periferia;con tranquillita';Non occupato;Pensionati;Privato;Bassa;SILENT;Cattolico praticante (fino a 1 volta al mese);0,35
312;Donna;35-44 anni;nord-ovest;da 5001 a 10000 abitanti;no laurea;coppia senza figli;impiegato;preferisco non rispondere;Italiana;Non saprei;Non saprei;mai;piccoli centri;con tranquillita';Occupato;Dipendenti;Privato;Media;MILLENNIALS;Cattolico non praticante;1,34
313;Uomo;45-54 anni;nord-est;oltre 250000 abitanti;no laurea;coppia senza figli;impiegato;a sinistra;Italiana;Si';Si, abbastanza;preferisco non rispondere;periferia;con tranquillita';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;;2,3
314;Donna;45-54 anni;nord-est;da 10001 a 30000 abitanti;no laurea;coppia con figli;disoccupato (ex-occupato);a destra;Italiana;Si';Si, molto;la domenica;periferia;avverto difficolta';Non occupato;Disoccupati;Privato;Bassa;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,32
315;Donna;45-54 anni;sud;oltre 250000 abitanti;no laurea;coppia con figli;libero professionista;preferisco non rispondere;Italiana;No;No, sarei molto contrario;non sono credente;periferia;con tranquillita';Occupato;Autonomi;;Media;GENERAZIONE X;non credente;0,34
316;Donna;oltre 64 anni;nord-ovest;oltre 250000 abitanti;no laurea;coppia con figli;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Si';Non saprei;alcune volte l'anno;periferia;con tranquillita';Non occupato;Pensionati;Privato;Media;BABY BOOMERS;Cattolico non praticante;0,62
317;Uomo;45-54 anni;nord-ovest;da 10001 a 30000 abitanti;laurea;coppia con figli;libero professionista;a centro destra;Italiana;Si';Non saprei;mai;altro;con tranquillita';Occupato;Autonomi;;Alta;GENERAZIONE X;Cattolico non praticante;0,9
318;Donna;oltre 64 anni;sud;da 10001 a 30000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a sinistra;Italiana;Non saprei;Si, molto;non sono credente;altro;avverto difficolta';Non occupato;Pensionati;Privato;Media;BABY BOOMERS;non credente;0,35
319;Uomo;oltre 64 anni;centro;da 30001 a 100000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a sinistra;Italiana;Si';Si, molto;mai;altro;con tranquillita';Non occupato;Pensionati;Pubblico;Bassa;BABY BOOMERS;Cattolico non praticante;0,58
320;Donna;45-54 anni;nord-ovest;da 5001 a 10000 abitanti;no laurea;coppia con figli;impiegato;preferisco non rispondere;Italiana;Non saprei;Si, abbastanza;la domenica;piccoli centri;avverto difficolta';Occupato;Dipendenti;Privato;Bassa;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);2,61
321;Uomo;oltre 64 anni;nord-est;oltre 250000 abitanti;laurea;coppia senza figli;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;No;No, sarei contrario;mai;periferia;con tranquillita';Non occupato;Pensionati;Pubblico;Alta;SILENT;Cattolico non praticante;0,29
322;Donna;oltre 64 anni;sud;da 30001 a 100000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;al centro;Italiana;Non saprei;Si, molto;alcune volte l'anno;citta' medie;arrivo a fine mese con molte difficolta';Non occupato;Pensionati;Privato;Media;BABY BOOMERS;Cattolico non praticante;0,52
323;Uomo;oltre 64 anni;sud;da 30001 a 100000 abitanti;laurea;coppia con figli;ritirato dal lavoro/pensionato;a sinistra;Italiana;Si';Si, molto;non sono credente;altro;avverto difficolta';Non occupato;Pensionati;Pubblico;Alta;BABY BOOMERS;non credente;0,36
324;Donna;45-54 anni;nord-est;da 10001 a 30000 abitanti;no laurea;coppia con figli;impiegato;a centro sinistra;Italiana;Si';No, sarei molto contrario;in occasione delle principali feste;periferia;agiatamente;Occupato;Dipendenti;Privato;Bassa;GENERAZIONE X;Cattolico non praticante;0,47
325;Uomo;35-44 anni;nord-est;da 30001 a 100000 abitanti;laurea;coppia con figli;impiegato;in nessuna area politica;Italiana;Si';Si, abbastanza;alcune volte l'anno;periferia;con tranquillita';Occupato;Dipendenti;Pubblico;Alta;GENERAZIONE X;Cattolico non praticante;0,36
326;Donna;55-64 anni;nord-ovest;oltre 250000 abitanti;no laurea;coppia con figli;impiegato;a destra;Italiana;Si';Si, abbastanza;la domenica;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Media;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,66
327;Uomo;oltre 64 anni;centro;da 10001 a 30000 abitanti;laurea;genitore solo, con figli;libero professionista;a destra;Italiana;No;No, sarei molto contrario;la domenica;periferia;con tranquillita';Occupato;Autonomi;;Alta;SILENT;Cattolico praticante (fino a 1 volta al mese);0,66
328;Uomo;55-64 anni;nord-ovest;da 10001 a 30000 abitanti;no laurea;single vive con altre persone (amici, parenti);casalinga;a sinistra;Italiana;No;Si, molto;non sono credente;citta' medie;avverto difficolta';Non occupato;Casalinghe;;Media;BABY BOOMERS;non credente;0,46
329;Donna;35-44 anni;centro;da 30001 a 100000 abitanti;laurea;vive da solo 35-54 anni;operaio;a destra;Italiana;Si';Non saprei;sono di un'altra religione;citta' medie;avverto difficolta';Occupato;Operai;Privato;Alta;MILLENNIALS;altra religione;0,65
330;Uomo;18-24 anni;centro;oltre 250000 abitanti;no laurea;coppia con figli;dirigente;a centro destra;Italiana;Non saprei;No, sarei molto contrario;sono di un'altra religione;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Media;GENERAZIONE Z;altra religione;0,99
331;Uomo;55-64 anni;nord-est;da 100001 a 250000 abitanti;laurea;coppia con figli;dirigente;al centro;Italiana;Si';No, sarei contrario;in occasione delle principali feste;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Privato;Alta;BABY BOOMERS;Cattolico non praticante;0,36
332;Uomo;oltre 64 anni;sud;da 30001 a 100000 abitanti;laurea;coppia con figli;altro (non occupato);a centro sinistra;Italiana;Si';No, sarei contrario;ogni giorno;altro;con tranquillita';Non occupato;Disoccupati;;Alta;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,38
333;Donna;oltre 64 anni;centro;da 100001 a 250000 abitanti;no laurea;coppia con figli;ritirato dal lavoro/pensionato;al centro;Italiana;Non saprei;Si, abbastanza;la domenica;aree centrali di grandi citta';con tranquillita';Non occupato;Pensionati;Pubblico;Media;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);2,9
334;Donna;55-64 anni;nord-est;da 10001 a 30000 abitanti;no laurea;vive da solo +55 anni;quadro/direttivo/tecnico;a sinistra;Italiana;Si';Si, molto;la domenica;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Media;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,73
335;Donna;35-44 anni;centro;oltre 250000 abitanti;laurea;coppia con figli;impiegato;al centro;Italiana;Non saprei;Si, abbastanza;la domenica;periferia;con tranquillita';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,16
336;Donna;oltre 64 anni;nord-est;oltre 250000 abitanti;laurea;genitore solo, con figli;ritirato dal lavoro/pensionato;a sinistra;Italiana;No;Si, molto;non sono credente;periferia;con tranquillita';Non occupato;Pensionati;Pubblico;Alta;BABY BOOMERS;non credente;0,17
337;Donna;45-54 anni;centro;da 100001 a 250000 abitanti;laurea;coppia senza figli;impiegato;in nessuna area politica;Italiana;Si';Si, molto;mai;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;Cattolico non praticante;0,24
338;Uomo;45-54 anni;centro;da 5001 a 10000 abitanti;no laurea;coppia con figli;operaio;preferisco non rispondere;Italiana;Si';Non saprei;preferisco non rispondere;piccoli centri;avverto difficolta';Occupato;Operai;Privato;Bassa;GENERAZIONE X;;2,99
339;Uomo;oltre 64 anni;centro;oltre 250000 abitanti;no laurea;coppia con figli;ritirato dal lavoro/pensionato;a sinistra;Italiana;Si';Si, molto;mai;aree centrali di grandi citta';mi sento povero e non arrivo mai a fine mese;Non occupato;Pensionati;Pubblico;Media;BABY BOOMERS;Cattolico non praticante;0,89
340;Donna;45-54 anni;centro;da 10001 a 30000 abitanti;laurea;coppia con figli;impiegato;in nessuna area politica;Italiana;Si';Si, abbastanza;non sono credente;citta' medie;avverto difficolta';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;non credente;1,04
341;Uomo;35-44 anni;centro;da 10001 a 30000 abitanti;laurea;vive con i genitori;impiegato;a sinistra;Italiana;Si';Si, abbastanza;alcune volte l'anno;citta' medie;con tranquillita';Occupato;Dipendenti;Pubblico;Alta;GENERAZIONE X;Cattolico non praticante;0,63
342;Donna;35-44 anni;nord-est;da 30001 a 100000 abitanti;laurea;vive da solo 35-54 anni;quadro/direttivo/tecnico;a destra;Italiana;Non saprei;No, sarei molto contrario;alcune volte l'anno;periferia;con tranquillita';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico non praticante;0,35
343;Uomo;25-34 anni;nord-ovest;oltre 250000 abitanti;laurea;coppia senza figli;impiegato;a centro sinistra;Italiana;No;Si, molto;mai;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico non praticante;0,21
344;Uomo;35-44 anni;sud;oltre 250000 abitanti;laurea;coppia con figli;libero professionista;a destra;Italiana;Si';Si, abbastanza;alcune volte l'anno;periferia;con tranquillita';Occupato;Autonomi;;Alta;GENERAZIONE X;Cattolico non praticante;0,42
345;Donna;oltre 64 anni;centro;da 10001 a 30000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a centro destra;Italiana;Si';Si, abbastanza;la domenica;citta' medie;avverto difficolta';Non occupato;Pensionati;Privato;Bassa;SILENT;Cattolico praticante (fino a 1 volta al mese);1,36
346;Uomo;55-64 anni;nord-est;oltre 250000 abitanti;no laurea;vive da solo +55 anni;ritirato dal lavoro/pensionato;in nessuna area politica;Italiana;Si';Si, molto;non sono credente;aree centrali di grandi citta';avverto difficolta';Non occupato;Pensionati;Privato;Bassa;BABY BOOMERS;non credente;0,71
347;Donna;oltre 64 anni;isole;da 10001 a 30000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a sinistra;Italiana;Si';Non saprei;alcune volte l'anno;periferia;avverto difficolta';Non occupato;Pensionati;Pubblico;Media;SILENT;Cattolico non praticante;0,63
348;Donna;oltre 64 anni;centro;da 30001 a 100000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a sinistra;Italiana;Si';Si, molto;in occasione delle principali feste;periferia;avverto difficolta';Non occupato;Pensionati;Pubblico;Media;SILENT;Cattolico non praticante;0,66
